,Country,News Publisher,Country Stance,Headline,parsed_dates,Headline Stance
1219,UK,The Guardian,Pro Israel,Millions of Palestinians rely on UNRWA. Why is the US suspending funding based on Israeli accusations?,,Pro-Palestine
1220,UK,The Guardian,Pro Israel,Suella Braverman accuses police of double standards on rallies,,Pro-Palestine
1221,UK,The Guardian,Pro Israel,US university presidents face firestorm over evasive answers on antisemitism,,Neutral
1222,UK,The Guardian,Pro Israel,Rochdale byelection: Keir Starmer apologises after George Galloway wins but says he was right to disown Labour candidate  as it happened,,Pro-Palestine
1223,UK,The Guardian,Pro Israel,Qatar mediator says latest prisoner release would comprise 16 children and 14 women  as it happened,,Pro-Israel
1224,UK,The Guardian,Pro Israel,London police investigate videos of potential hate crimes at rallies,,Neutral
1225,UK,The Guardian,Pro Israel,What we know about US airstrikes in Iraq and Syria,,Neutral
1226,UK,The Guardian,Pro Israel,Why comparisons between Gaza and Ukraine are not valid,,Pro-Israel
1227,UK,The Guardian,Pro Israel,France opens investigation into despicable antisemitic graffiti in Paris,,Neutral
1228,UK,The Guardian,Pro Israel,UK 'not seeking confrontation': Grant Shapps informs MPs about strikes in Yemen  video,,Neutral
1229,UK,The Guardian,Pro Israel,UN chief calls for more aid for Gaza as first trucks make Rafah crossing  video,,Pro-Palestine
1230,UK,The Guardian,Pro Israel,"US finds Israels use of weapons in Gaza inconsistent with human rights law, but will not cut flow of arms",,Neutral
1231,UK,The Guardian,Pro Israel,House speaker condemned for remarks on pro-Palestine student protests,,Pro-Palestine
1232,UK,The Guardian,Pro Israel,What is the genocide convention and how might it apply to the UK and Israel?,,Neutral
1233,UK,The Guardian,Pro Israel,US-UK airstrikes force aid agencies to suspend operations in Yemen,,Neutral
1234,UK,The Guardian,Pro Israel,Netanyahu has been spoiling for a fight with the US. He may not survive this one,,Pro-Israel
1235,UK,The Guardian,Pro Israel,"Death and rape threats, bricks through windows: MPs must be able to serve without living in fear",,Neutral
1236,UK,The Guardian,Pro Israel,Royal Navy shoots down Houthi drones after US and allies attacked in Red Sea,,Neutral
1237,UK,The Guardian,Pro Israel,What we know about the killing of over 100 Palestinians near aid trucks,,Pro-Palestine
1238,UK,The Guardian,Pro Israel,Israel-Gaza war live: at least 70 killed in Israeli strike on refugee camp  as it happened,,Pro-Palestine
1239,UK,The Guardian,Pro Israel,Humza Yousafs wife talks of parents desperate plight trapped in Gaza,,Pro-Palestine
1240,UK,The Guardian,Pro Israel,Israel only responds to force: support for Hamas soars in West Bank after October attack,,Pro-Israel
1241,UK,The Guardian,Pro Israel,Arab nations condemn Israels Gaza assault during UN debate,,Neutral
1242,UK,The Guardian,Pro Israel,"Lisa Nandy says she carries a police alarm, as fears rise about MPs safety",,Pro-Palestine
1243,UK,The Guardian,Pro Israel,Middle East crisis: Hamas set to stay in Cairo for ceasefire talks; Israel says Hezbollah aggression bringing critical point nearer  as it happened,,Neutral
1244,UK,The Guardian,Pro Israel,Chaotic and thrilling: Columbias radio station is live from the student protests,,Pro-Palestine
1245,UK,The Guardian,Pro Israel,All 27 EU leaders call for humanitarian corridors and pauses in Gaza,,Pro-Palestine
1246,UK,The Guardian,Pro Israel,Nakba generation relive trauma of displacement in Gaza,,Pro-Palestine
1247,UK,The Guardian,Pro Israel,What happens to Gaza the day after the war ends?,,Pro-Palestine
1248,UK,The Guardian,Pro Israel,"Egypt preparing safe areas for Gaza refugees, foreign minister says",,Neutral
1249,UK,The Guardian,Pro Israel,They believed it was safe: death toll rising after blast at Gaza hospital,,Pro-Palestine
1250,UK,The Guardian,Pro Israel,British-Israeli survivor tells of horrific scenes after kibbutz attack,,Pro-Israel
1251,UK,The Guardian,Pro Israel,"300 Palestinians killed in past 24 hours, health ministry reports  as it happened",,Pro-Palestine
1252,UK,The Guardian,Pro Israel,"A dozen Britons killed in Hamas attack with five missing, No 10 says",,Pro-Israel
1253,UK,The Guardian,Pro Israel,What next for oil prices after Irans attack on Israel?,,Pro-Israel
1254,UK,The Guardian,Pro Israel,Im not just covering the news  Im living it: Gazas citizen journalists chronicling life in war,,Pro-Palestine
1255,UK,The Guardian,Pro Israel,Bernie Sanders to Benjamin Netanyahu: Stop murdering innocent people,,Pro-Palestine
1256,UK,The Guardian,Pro Israel,"UN chief decries unacceptable scale of Gaza deaths as 25,000 reported killed",,Pro-Palestine
1257,UK,The Guardian,Pro Israel,"Miriam Margolyes condemns Israels policy in Gaza, calling on Jews to shout, beg, scream for a ceasefire",,Pro-Palestine
1258,UK,The Guardian,Pro Israel,What does Bidens order against Israeli settlers mean and why did he do it now?,,Neutral
1259,UK,The Guardian,Pro Israel,Senior UN officer on Gaza hunger strike claims assault by guards at New York HQ,,Neutral
1260,UK,The Guardian,Pro Israel,Hamas and Israel pour cold water on Bidens hopes of imminent ceasefire,,Neutral
1261,UK,The Guardian,Pro Israel,US citizen thought to have been taken hostage in Hamas attack reported dead,,Neutral
1262,UK,The Guardian,Pro Israel,Martin Rowson on Sunak and Starmers blinkered views on Gaza  cartoon,,Pro-Palestine
1263,UK,The Guardian,Pro Israel,Fox journalist among dozens arrested at Texas university as protests swell,,Neutral
1264,UK,The Guardian,Pro Israel,Biden says progress being made towards a pause in fighting  as it happened,,Pro-Palestine
1265,UK,The Guardian,Pro Israel,The Observer view on antisemitism and Islamophobia: there is never any excuse,,Neutral
1266,UK,The Guardian,Pro Israel,Jewish man dies after altercation at California Israel-Palestine protests,,Pro-Palestine
1267,UK,The Guardian,Pro Israel,UKs chief rabbi speaks of indescribable heartbreak over Hamas hostages,,Neutral
1268,UK,The Guardian,Pro Israel,Man arrested after rodents released in Birmingham McDonalds in Gaza protest,,Pro-Palestine
1269,UK,The Guardian,Pro Israel,US signals to Israel more arms shipments could be paused over Rafah offensive,,Pro-Israel
1270,UK,The Guardian,Pro Israel,Israel-Hamas war: what happened in first few days and what caused the conflict?,,Neutral
1271,UK,The Guardian,Pro Israel,This is a war on birth: how one US organization helps pregnant Palestinians from afar,,Pro-Palestine
1272,UK,The Guardian,Pro Israel,"Gaza diary part 20: A positive feeling  I saw my friend, we talked, we are still alive",,Pro-Palestine
1273,UK,The Guardian,Pro Israel,"Antisemitic incidents on the rise since Hamas attack, says Bury council leader",,Pro-Israel
1274,UK,The Guardian,Pro Israel,Silence is not an option: Melissa Barrera responds to being fired from Scream VII over Israel-Hamas posts,,Neutral
1275,UK,The Guardian,Pro Israel,Labour criticised for backing Rochdale candidate after offensive Israel remark,,Neutral
1276,UK,The Guardian,Pro Israel,"David Cameron, the prime minister for external affairs, gets tough on Israel",,Neutral
1277,UK,The Guardian,Pro Israel,Rafah border crossing: could Egypt open it to fleeing Palestinians?,,Pro-Palestine
1278,UK,The Guardian,Pro Israel,Hamas attack exposes deteriorating ties between Russia and Israel,,Pro-Israel
1279,UK,The Guardian,Pro Israel,Israeli troops mount second ground raid into Gaza,,Pro-Israel
1280,UK,The Guardian,Pro Israel,Pro-Israel Pac pours millions into surprise candidate in Maryland primary,,Pro-Palestine
1281,UK,The Guardian,Pro Israel,US and UK doctors in Washington to warn of IDFs appalling atrocities in Gaza,,Pro-Palestine
1282,UK,The Guardian,Pro Israel,gaza-before-and-after-satellite-images-show-destruction-after-israeli-airstrikes,,Pro-Israel
1283,UK,The Guardian,Pro Israel,"US launches fresh strikes on Houthi rebels in Yemen, military says",,Pro-Israel
1284,UK,The Guardian,Pro Israel,Israeli PM tells US: no pause in Gaza fighting without release of hostages,,Pro-Palestine
1285,UK,The Guardian,Pro Israel,"Hamas holding up to 10 Britons hostage in Gaza, says foreign secretary",,Pro-Israel
1286,UK,The Guardian,Pro Israel,"No one knew what to do with me: Ramy Youssef on privilege, fear and his friend Taylor Swift",,Neutral
1287,UK,The Guardian,Pro Israel,Bring them back: freed Israeli hostages plead with Netanyahu for deal,,Pro-Israel
1288,UK,The Guardian,Pro Israel,Minister defends police conduct at Botany Bay pro-Palestine rally after 23 arrests  video,,Pro-Palestine
1289,UK,The Guardian,Pro Israel,Biden says Israel is not doing enough to protect aid workers and calls for inquiry,,Pro-Palestine
1290,UK,The Guardian,Pro Israel,Susan Sarandon dropped by talent agency after remarks at pro-Palestine rally,,Pro-Palestine
1291,UK,The Guardian,Pro Israel,Starmer says Gaza fighting must stop now and warns against Rafah assault,,Pro-Palestine
1292,UK,The Guardian,Pro Israel,Israel-Hamas at war: what we know so far on day 23,,Neutral
1293,UK,The Guardian,Pro Israel,Im doing all I can: the young Israeli determined to free his captured girlfriend from Gaza,,Pro-Palestine
1294,UK,The Guardian,Pro Israel,"US has wrecked chances of peace in Middle East, Putin tells Brics summit",,Neutral
1295,UK,The Guardian,Pro Israel,Andy McDonald sues Tory MP who accused him of seeking to justify Hamas atrocity,,Neutral
1296,UK,The Guardian,Pro Israel,The US must stop facilitating mass killing in Gaza,,Pro-Israel
1297,UK,The Guardian,Pro Israel,Charging Jews with genocide is to declare them guilty of precisely what was done to them,,Pro-Palestine
1298,UK,The Guardian,Pro Israel,War hurts our hearts: silent multi-faith peace walk held in London,,Neutral
1299,UK,The Guardian,Pro Israel,How do you support the occupier? Brooklyns Palestinians air frustration,,Pro-Palestine
1300,UK,The Guardian,Pro Israel,"Gaza diary part six: I wish I were a bird with no borders or limits, spreading my wings ‚Ä¶",,Pro-Palestine
1301,UK,The Guardian,Pro Israel,Chef José Andrés says Israel engaging in war against humanity itself in Gaza,,Pro-Israel
1302,UK,The Guardian,Pro Israel,MP Layla Moran fears family trapped in Gaza church will not survive until Christmas,,Pro-Palestine
1303,UK,The Guardian,Pro Israel,Dozens trapped after Nasser hospital raid as Netanyahu vows to press ahead with Rafah offensive,,Pro-Israel
1304,UK,The Guardian,Pro Israel,"About 100,000 turn out in London for pro-Palestine rally",,Pro-Palestine
1305,UK,The Guardian,Pro Israel,Jewish and Arab Australians channel hopes and fears into help amid Israel-Hamas war,,Neutral
1306,UK,The Guardian,Pro Israel,Middle East crisis: Israel suspends broadcasts of Al Jazeera; minister threatens Rafah attack if truce talks undermined as it happened,,Neutral
1307,UK,The Guardian,Pro Israel,"As Gaza is destroyed, Israel is killing dozens of children in the West Bank",,Pro-Palestine
1308,UK,The Guardian,Pro Israel,US urges Israel to drop plans for Rafah ground offensive,,Pro-Israel
1309,UK,The Guardian,Pro Israel,Fears tough new hate speech powers for NSW police could have chilling effect on public debate,,Neutral
1310,UK,The Guardian,Pro Israel,We were constantly in terror: Israeli hostage tells of captivity in Gaza,,Pro-Palestine
1311,UK,The Guardian,Pro Israel,Australia to announce Gaza aid as pro-Palestine and pro-Israel supporters rally,,Pro-Palestine
1312,UK,The Guardian,Pro Israel,I saw my cousins body: Britons in Gaza describe horror of bombardment,,Pro-Palestine
1313,UK,The Guardian,Pro Israel,They were abandoned: grief and anger at funeral for Hamas kibbutz victims,,Neutral
1314,UK,The Guardian,Pro Israel,"UK committed to protecting innocent lives, says Shapps after Houthi attack",,Neutral
1315,UK,The Guardian,Pro Israel,Trapped by debt: migrant workers in Israel unable to escape conflict,,Pro-Palestine
1316,UK,The Guardian,Pro Israel,Biden and Netanyahu speak as pressure grows over Rafah and Gaza ceasefire talks,,Neutral
1317,UK,The Guardian,Pro Israel,There are points of light even in this darkness. I know because Ive seen them,,Neutral
1318,UK,The Guardian,Pro Israel,In Rafah I saw new graveyards fill with children. It is unimaginable that worse could be yet to come,,Neutral
1319,UK,The Guardian,Pro Israel,"Israeli hostage, 85, shown shaking hands with Hamas captor after release",,Neutral
1320,UK,The Guardian,Pro Israel,Israel Defence Forces response to claims about use of Lavender AI database in Gaza,,Pro-Israel
1321,UK,The Guardian,Pro Israel,Israel-Hamas war: son of senior Hezbollah lawmaker killed in strike on Lebanon border  as it happened,,Pro-Israel
1322,UK,The Guardian,Pro Israel,If someone killed my child Id want bloody revenge. But Id be wrong  as is the Israeli government,,Pro-Palestine
1323,UK,The Guardian,Pro Israel,Israeli forces appear to be advancing on Gaza City from two sides,,Pro-Israel
1324,UK,The Guardian,Pro Israel,Israel-Gaza war: US condemns cynical Russia and China veto of ceasefire deal; Israel to go into Rafah with or without US support  as it happened,,Neutral
1325,UK,The Guardian,Pro Israel,Dont let the sound and fury over Gaza protests drown out what the students are saying,,Pro-Palestine
1326,UK,The Guardian,Pro Israel,A lot of pain: Europes Jews fear rising antisemitism after Hamas attack,,Neutral
1327,UK,The Guardian,Pro Israel,Australia pauses UN agency funding as staff investigated for suspected role in 7 October attack on Israel,,Pro-Palestine
1328,UK,The Guardian,Pro Israel,"An Israel-Hamas ceasefire is in everyones best interest, humanely and practically",,Pro-Israel
1329,UK,The Guardian,Pro Israel,Israel-Hamas war: UN calls Gaza fighting reprehensible  as it happened,,Pro-Israel
1330,UK,The Guardian,Pro Israel,Weve built something extraordinary: six months of UK pro-Palestine marches,,Neutral
1331,UK,The Guardian,Pro Israel,BDS is counter-productive. We need to crack down on Israeli settlements instead,,Pro-Israel
1332,UK,The Guardian,Pro Israel,Republican House speaker says hell invite Netanyahu to address Congress,,Pro-Israel
1333,UK,The Guardian,Pro Israel,"Palestinian voices shut down at Frankfurt Book Fair, say authors",,Pro-Palestine
1334,UK,The Guardian,Pro Israel,"As Gaza crisis worsens, the Albanese government is on the defensive",,Pro-Palestine
1335,UK,The Guardian,Pro Israel,José Andrés: the chef behind Gaza food aid charity that moves towards disaster,,Pro-Palestine
1336,UK,The Guardian,Pro Israel,David Cameron says UK will not withhold arms sales to Israel,,Neutral
1337,UK,The Guardian,Pro Israel,Rishi Sunak faces Tory civil war as he holds off sacking Suella Braverman,,Neutral
