Country,News Publisher,Country Stance,Headline,Date,Headline Stance,Explanation,,,,
UK,The Guardian,Pro Israel,"What is Hamas, the militant group that rules Gaza?",Thu 12 Oct 2023 06.00 CEST,,,,,,
UK,The Guardian,Pro Israel,Al Jazeera to refer killing of cameraman in Gaza to war crimes court,Sun 17 Dec 2023 04.11 CET,,,,,,
UK,The Guardian,Pro Israel,British lawyer holds out hope for rest of family after sister murdered on kibbutz,Fri 27 Oct 2023 15.30 CEST,,,,,,
UK,The Guardian,Pro Israel,"Israeli troops mass on Gaza border as death toll from Hamas attack passes 1,000",Tue 10 Oct 2023 21.36 CEST,,,,,,
UK,The Guardian,Pro Israel,UCLA chancellor condemns instigators who attacked pro-Palestinian camp on campus,Thu 2 May 2024 03.41 CEST,,,,,,
UK,The Guardian,Pro Israel,No safe place: people in Rafah describe terror as Israeli assault begins,Tue 7 May 2024 19.55 CEST,,,,,,
UK,The Guardian,Pro Israel,Palestinian Americans respond to campus protests: Its awe-inspiring,Sat 11 May 2024 14.00 CEST,,,,,,
UK,The Guardian,Pro Israel,"US should reset relationship of unconditional support for Israel, progressives say",Fri 19 Jan 2024 22.02 CET,,,,,,
UK,The Guardian,Pro Israel,Israeli ambassador very sad about rise in antisemitic incidents in Australia,Wed 6 Dec 2023 15.00 CET,,,,,,
UK,The Guardian,Pro Israel,UK hospital workers protest outside No 10 against deaths of medics in Gaza,Fri 10 Nov 2023 21.18 CET,,,,,,
UK,The Guardian,Pro Israel,US strikes Iran-linked sites in Syria amid fears Israel-Hamas war could escalate,Fri 27 Oct 2023 06.56 CEST,,,,,,
UK,The Guardian,Pro Israel,Hostage talks show a battered Hamas is far from down and out,Tue 28 Nov 2023 20.07 CET,,,,,,
UK,The Guardian,Pro Israel,Why cant I get them out?: Palestinian Americans who fled Gaza devastated over leaving family behind,Tue 21 Nov 2023 13.00 CET,,,,,,
UK,The Guardian,Pro Israel,I dont know if they are alive or dead: fathers anxious wait in West Bank as Gaza is bombed,Sun 29 Oct 2023 11.11 CET,,,,,,
UK,The Guardian,Pro Israel,Israel says operation against Hamas could last months as heavy fighting reported across Gaza,Tue 12 Dec 2023 04.44 CET,,,,,,
UK,The Guardian,Pro Israel,My parents sacrificed their lives for me: agony of 16-year-old survivor of Hamas attack,Sat 14 Oct 2023 17.59 CEST,,,,,,
UK,The Guardian,Pro Israel,Biden wins Michigan primary but sheds support over Gaza,Wed 28 Feb 2024 13.49 CET,,,,,,
UK,The Guardian,Pro Israel,Entire population of Gaza becoming dehumanised says UN commissioner,Mon 30 Oct 2023 23.48 CET,,,,,,
UK,The Guardian,Pro Israel,London surgeon says he saw massacre unfold while working in Gaza hospitals,Mon 27 Nov 2023 20.14 CET,,,,,,
UK,The Guardian,Pro Israel,Israeli airstrikes kill 80 in Palestinian refugee camp,Sat 18 Nov 2023 20.41 CET,,,,,,
UK,The Guardian,Pro Israel,Israeli forces kill Hamas gunmen in raid near West Banks Tulkarm,Sat 4 May 2024 20.29 CEST,,,,,,
UK,The Guardian,Pro Israel,Heat pump plan is a gift for landlords,Wed 25 Oct 2023 19.10 CEST,,,,,,
UK,The Guardian,Pro Israel,These Palestinian boys received life-saving surgery in the US. An Israeli airstrike killed them in their home,Tue 28 Nov 2023 12.00 CET,,,,,,
UK,The Guardian,Pro Israel,Netanyahu uses hostage rescue to justify Rafah strikes as his support dwindles,Mon 12 Feb 2024 16.07 CET,,,,,,
UK,The Guardian,Pro Israel,Chris Minns says pro-Palestine rally in Sydney on Sunday not going to happen as organisers vow to march,Wed 11 Oct 2023 01.41 CEST,,,,,,
UK,The Guardian,Pro Israel,Israel at war: inside the 1 December Guardian Weekly,Wed 29 Nov 2023 10.00 CET,,,,,,
UK,The Guardian,Pro Israel,Arabs in Israel face reprisals over online solidarity with Gaza,Fri 20 Oct 2023 19.55 CEST,,,,,,
UK,The Guardian,Pro Israel,"UK must stand with Israel against Hamas, Michael Gove tells London rally",Sun 22 Oct 2023 19.56 CEST,,,,,,
UK,The Guardian,Pro Israel,People in the UK: have you been affected by the Israel-Hamas war?,Thu 12 Oct 2023 16.55 CEST,,,,,,
UK,The Guardian,Pro Israel,It is a time of witch hunts in Israel: teacher held in solitary confinement for posting concern about Gaza deaths,Sat 13 Jan 2024 16.42 CET,,,,,,
UK,The Guardian,Pro Israel,Israel declares war: What the papers say about the surprise Hamas attack and its aftermath,Sun 8 Oct 2023 04.15 CEST,,,,,,
UK,The Guardian,Pro Israel,"Hostage soldier rescued in Gaza, says Israel",Mon 30 Oct 2023 18.32 CET,,,,,,
UK,The Guardian,Pro Israel,"Australia, Canada and NZ warn Israel against catastrophic Rafah ground offensive",Thu 15 Feb 2024 05.03 CET,,,,,,
UK,The Guardian,Pro Israel,Netanyahu told to quit now as ex-leaders pin blame on dysfunctional government,Sun 22 Oct 2023 10.00 CEST,,,,,,
UK,The Guardian,Pro Israel,UN warns Rafah attack would be nail in coffin of Gaza aid as deliveries halve,Mon 26 Feb 2024 15.41 CET,,,,,,
UK,The Guardian,Pro Israel,"Egypt says it will help evacuate about 7,000 foreign passport holders from Gaza",Thu 2 Nov 2023 12.17 CET,,,,,,
UK,The Guardian,Pro Israel,"Israel-Gaza war behind surge in Islamist activity, says UK counter-terror head",Fri 19 Jan 2024 20.24 CET,,,,,,
UK,The Guardian,Pro Israel,"Houthi missile targeting US warship intercepted, says US, amid Red Sea tensions",Mon 15 Jan 2024 05.28 CET,,,,,,
UK,The Guardian,Pro Israel,"Australia and other western governments paralysed in response to Gaza conflict, says UN expert",Tue 14 Nov 2023 07.55 CET,,,,,,
UK,The Guardian,Pro Israel,I have no time to cry: a teacher in Gaza tells of toll of war on her family,Sun 5 Nov 2023 06.00 CET,,,,,,
UK,The Guardian,Pro Israel,US officials sign memo criticizing White House for unwillingness to de-escalate Israel-Hamas war,Mon 13 Nov 2023 15.10 CET,,,,,,
UK,The Guardian,Pro Israel,Gaza and the fatal mistakes made in the war on terror after 9/11,Thu 26 Oct 2023 19.10 CEST,,,,,,
UK,The Guardian,Pro Israel,How two-faced Xi Jinping is exploiting war in Gaza to beget Chinas new order,Sat 11 Nov 2023 12.18 CET,,,,,,
UK,The Guardian,Pro Israel,"Gene Simmons, Helen Mirren, Boy George sign open letter supporting Israels inclusion in Eurovision",Thu 15 Feb 2024 04.25 CET,,,,,,
UK,The Guardian,Pro Israel,the-netanyahu-doctrine-how-israels-longest-serving-leader-reshaped-the-country-in-his-image,Tue 21 Nov 2023 06.00 CET,,,,,,
UK,The Guardian,Pro Israel,BBC building sprayed with red paint in protest over Israel-Hamas coverage,Sat 14 Oct 2023 15.10 CEST,,,,,,
UK,The Guardian,Pro Israel,Ted fellows resign from organisation after Bill Ackman named as speaker,Wed 24 Jan 2024 22.15 CET,,,,,,
UK,The Guardian,Pro Israel,Cbus reviews investments after union pressure to urgently divest from firms supplying arms to Israel,Thu 9 May 2024 17.00 CEST,,,,,,
UK,The Guardian,Pro Israel,Israel-Hamas war: what we know on day 38,Mon 13 Nov 2023 22.25 CET,,,,,,
UK,The Guardian,Pro Israel,US to impose visa bans on Israeli extremist settlers for violence against Palestinians,Fri 1 Dec 2023 16.34 CET,,,,,,
UK,The Guardian,Pro Israel,Protesters in Washington call for Gaza ceasefire  as it happened,Sun 14 Jan 2024 01.20 CET,,,,,,
UK,The Guardian,Pro Israel,A kind of tribalism: US supporters of Israel and Palestine fail to admit suffering of other side,Sun 29 Oct 2023 12.00 CET,,,,,,
UK,The Guardian,Pro Israel,"At least 25 Americans killed in Hamas attack, Antony Blinken says",Thu 12 Oct 2023 15.11 CEST,,,,,,
UK,The Guardian,Pro Israel,"As the Israel-Palestine crisis continues, Australians must not allow anguish or fury to overwhelm us",Thu 23 Nov 2023 04.12 CET,,,,,,
UK,The Guardian,Pro Israel,US university presidents to testify before Congress over claims of antisemitic protests on campuses,Tue 28 Nov 2023 21.30 CET,,,,,,
UK,The Guardian,Pro Israel,Rishi Sunak open to reappointing Lee Anderson as Tory deputy chair despite Rwanda bill rebellion  as it happened,Wed 24 Jan 2024 18.17 CET,,,,,,
UK,The Guardian,Pro Israel,State Library Victoria staff accuse management of censorship and discrimination over pro-Palestine authors controversy,Thu 14 Mar 2024 06.39 CET,,,,,,
UK,The Guardian,Pro Israel,Detained Palestinian poet Mosab Abu Toha released by Israeli forces,Tue 21 Nov 2023 18.07 CET,,,,,,
UK,The Guardian,Pro Israel,It was a pogrom: Beeri survivors on the horrific attack by Hamas terrorists,Wed 11 Oct 2023 20.38 CEST,,,,,,
UK,The Guardian,Pro Israel,Beware Suella Braverman and all the other vultures bent on exploiting Jewish and Muslim pain,Fri 10 Nov 2023 18.27 CET,,,,,,
UK,The Guardian,Pro Israel,Very best of humanity: the seven aid workers killed in Israeli airstrike,Wed 3 Apr 2024 18.53 CEST,,,,,,
UK,The Guardian,Pro Israel,Bidens high-stakes Israel visit has potential to define his presidency,Wed 18 Oct 2023 08.00 CEST,,,,,,
UK,The Guardian,Pro Israel,Hostage relatives smear paint inside Israeli parliament amid wave of protests  video,Wed 3 Apr 2024 18.51 CEST,,,,,,
UK,The Guardian,Pro Israel,Palestinian ambassador to UK says eight relatives killed in Israeli strikes in Rafah,Fri 16 Feb 2024 17.15 CET,,,,,,
UK,The Guardian,Pro Israel,Colombia recalls ambassador to Israel  as it happened,Wed 1 Nov 2023 04.20 CET,,,,,,
UK,The Guardian,Pro Israel,A faultline has opened in Keir Starmers pragmatic politics  and this time none of the usual fixes will work,Mon 26 Feb 2024 07.00 CET,,,,,,
UK,The Guardian,Pro Israel,How recent history may have given police pause over banning pro-Palestine march in London,Wed 8 Nov 2023 00.23 CET,,,,,,
UK,The Guardian,Pro Israel,Australia calls for Gaza ceasefire in joint statement with NZ and Canada,Tue 12 Dec 2023 20.39 CET,,,,,,
UK,The Guardian,Pro Israel,Palestinians flee northern Gaza before expected Israeli ground invasion,Sat 14 Oct 2023 06.02 CEST,,,,,,
UK,The Guardian,Pro Israel,"In 2008, we were inches from peace in the Middle East. I believe its still within our grasp",Tue 9 Jan 2024 07.00 CET,,,,,,
UK,The Guardian,Pro Israel,They live in a tent now: the desperate plight of Australian children trapped in Gaza,Thu 21 Mar 2024 02.03 CET,,,,,,
UK,The Guardian,Pro Israel,"Israels security at core of German foreign policy due to Holocaust, ICJ hears",Tue 9 Apr 2024 16.41 CEST,,,,,,
UK,The Guardian,Pro Israel,"Airstrikes against Houthis are not enough, says Yemeni official",Mon 15 Jan 2024 15.37 CET,,,,,,
UK,The Guardian,Pro Israel,Freed Israeli hostage describes ordeal after release by Hamas  video,Tue 24 Oct 2023 12.50 CEST,,,,,,
UK,The Guardian,Pro Israel,What is a human shield and how has Hamas been accused of using them?,Mon 30 Oct 2023 21.18 CET,,,,,,
UK,The Guardian,Pro Israel,Middle East crisis: Hamas reviewing new Israeli ceasefire proposal  as it happened,Sat 27 Apr 2024 16.54 CEST,,,,,,
UK,The Guardian,Pro Israel,The Observer view: Michelle Donelan deserves to lose her job,Sun 10 Mar 2024 07.00 CET,,,,,,
UK,The Guardian,Pro Israel,Gaza doctors warn patients will die within hours after key hospital loses power  as it happened,Sat 13 Jan 2024 01.42 CET,,,,,,
UK,The Guardian,Pro Israel,Students stage pro-Palestine occupations at five more UK universities,Mon 6 May 2024 19.42 CEST,,,,,,
UK,The Guardian,Pro Israel,Rishi Sunak tells Commons that UK agencies believe Gaza hospital blast was caused by militants rocket as it happened,Mon 23 Oct 2023 17.58 CEST,,,,,,
UK,The Guardian,Pro Israel,"As Biden ignores death in Gaza, the Dark Brandon meme is unfunny and too real",Sat 17 Feb 2024 11.27 CET,,,,,,
UK,The Guardian,Pro Israel,What is Gazas Indonesian hospital and why is Israel targeting it?,Tue 21 Nov 2023 11.51 CET,,,,,,
UK,The Guardian,Pro Israel,"Number of Palestinians killed is truly unbearable, says Spanish PM",Thu 23 Nov 2023 16.23 CET,,,,,,
UK,The Guardian,Pro Israel,UN security council to hear calls for Israel to let more aid into Gaza,Tue 23 Jan 2024 09.36 CET,,,,,,
UK,The Guardian,Pro Israel,Israels military strategy threatens to make a desperate situation utterly dire,Fri 1 Dec 2023 17.36 CET,,,,,,
UK,The Guardian,Pro Israel,Campus protest crackdowns claim to be about antisemitism  but theyre part of a rightwing plan,Sat 11 May 2024 12.00 CEST,,,,,,
UK,The Guardian,Pro Israel,"Gaza hospitals in crisis, says WHO  as it happened",Thu 12 Oct 2023 05.46 CEST,,,,,,
UK,The Guardian,Pro Israel,Rutgers and University of Minnesota reach resolutions with Gaza protesters,Fri 3 May 2024 01.21 CEST,,,,,,
UK,The Guardian,Pro Israel,Middle East crisis: ceasefire talks expected to resume on Sunday as it happened,Sat 16 Mar 2024 17.54 CET,,,,,,
UK,The Guardian,Pro Israel,Houthis hit US cargo ship with drone after redesignation as global terrorists,Wed 17 Jan 2024 22.31 CET,,,,,,
UK,The Guardian,Pro Israel,IDF chief of staff says Israel will respond to Iran missile attack,Tue 16 Apr 2024 02.23 CEST,,,,,,
UK,The Guardian,Pro Israel,Israel faces blame from regional allies over Gaza hospital deaths,Wed 18 Oct 2023 18.10 CEST,,,,,,
UK,The Guardian,Pro Israel,High court rejects legal challenge over UK arms sales to Israel,Tue 20 Feb 2024 22.45 CET,,,,,,
UK,The Guardian,Pro Israel,Queensland forecast upgraded  as it happened,Tue 16 Jan 2024 08.05 CET,,,,,,
UK,The Guardian,Pro Israel,"Israel carries out airstrike on Maghazi refugee camp, say Gaza health officials  video",Sun 5 Nov 2023 16.21 CET,,,,,,
UK,The Guardian,Pro Israel,Friday briefing: Explaining conflict to young people is hard  but can help with their resilience,Fri 27 Oct 2023 07.45 CEST,,,,,,
UK,The Guardian,Pro Israel,Ive been robbed of my dreams: the sporting tragedy of the war in Gaza,Tue 7 May 2024 11.30 CEST,,,,,,
UK,The Guardian,Pro Israel,EU and US pile on pressure for Gaza ceasefire,Thu 21 Mar 2024 22.48 CET,,,,,,
UK,The Guardian,Pro Israel,Antony Blinken meets Arab leaders in fresh effort to stop Gaza conflict escalating,Sat 4 Nov 2023 17.06 CET,,,,,,
UK,The Guardian,Pro Israel,The pro-Palestine movement has exposed the cynicism of political elites. Where will that energy go next?,Tue 19 Mar 2024 13.00 CET,,,,,,
UK,The Guardian,Pro Israel,To build an effective movement for Palestine we need every ally,Tue 19 Mar 2024 17.00 CET,,,,,,
UK,The Guardian,Pro Israel,Ive always helped the victims of war. Why am I shunned for helping people in Gaza?,Tue 9 Jan 2024 10.00 CET,,,,,,
UK,The Guardian,Pro Israel,Israel-Hamas war: ceasefire extended for a day amid last-minute mediation efforts,Thu 30 Nov 2023 07.47 CET,,,,,,
UK,The Guardian,Pro Israel,Macron calls Hamas attacks biggest antisemitic massacre of our century,Wed 7 Feb 2024 15.41 CET,,,,,,
UK,The Guardian,Pro Israel,Germanys bond with Israel has been admirable  but it is becoming a straitjacket,Sat 4 Nov 2023 09.00 CET,,,,,,
UK,The Guardian,Pro Israel,"Northern Gaza exodus accelerating, says Israel, as WHO warns of disease risk",Thu 9 Nov 2023 05.34 CET,,,,,,
UK,The Guardian,Pro Israel,Israeli officials accuse international court of justice of antisemitic bias,Fri 26 Jan 2024 18.51 CET,,,,,,
UK,The Guardian,Pro Israel,Melbourne council to remove mural it says unintentionally offended local Jewish community,Fri 17 Nov 2023 08.31 CET,,,,,,
UK,The Guardian,Pro Israel,Ben Jennings on IDF videos of Gaza detainees  cartoon,Mon 12 Feb 2024 20.16 CET,,,,,,
UK,The Guardian,Pro Israel,Stuart Seldowitzs hateful behavior is US foreign policy unmasked,Tue 28 Nov 2023 12.01 CET,,,,,,
UK,The Guardian,Pro Israel,Ben Jennings on the humanitarian crisis in Gaza  cartoon,Sun 22 Oct 2023 18.09 CEST,,,,,,
UK,The Guardian,Pro Israel,Rightwing group pressures states to pass pro-Israel resolutions,Mon 20 Nov 2023 12.00 CET,,,,,,
UK,The Guardian,Pro Israel,Andy Burnham claims government note shows Covid tier 3 restrictions imposed on Manchester as punishment beating  as it happened,Mon 27 Nov 2023 18.21 CET,,,,,,
UK,The Guardian,Pro Israel,The Gaza vote was a win for Keir Starmer  defending it will be harder,Fri 17 Nov 2023 07.00 CET,,,,,,
UK,The Guardian,Pro Israel,US calls on Israel to protect staff and patients as military reportedly storms Gaza hospital,Tue 23 Jan 2024 02.11 CET,,,,,,
UK,The Guardian,Pro Israel,"Gaza diary part 41: Just when you think youve hit rock bottom, you realise you were wrong",Sat 13 Jan 2024 08.00 CET,,,,,,
UK,The Guardian,Pro Israel,Israeli cabinet approves deal for pause in fighting  as it happened,Wed 22 Nov 2023 04.12 CET,,,,,,
UK,The Guardian,Pro Israel,Hamas reports clashes with IDF as it happened,Tue 31 Oct 2023 04.46 CET,,,,,,
UK,The Guardian,Pro Israel,The danger of leaving things be: how the world failed miserably in the Middle East,Tue 17 Oct 2023 16.56 CEST,,,,,,
UK,The Guardian,Pro Israel,Troye Sivan cleans up at the Arias as artists get political with calls for ceasefire,Wed 15 Nov 2023 11.01 CET,,,,,,
UK,The Guardian,Pro Israel,Michigan governor says not voting for Biden over Gaza war supports second Trump term,Sun 25 Feb 2024 19.15 CET,,,,,,
UK,The Guardian,Pro Israel,Uncommitted vote in Michigan a warning shot over Bidens support of Israel,Wed 28 Feb 2024 13.44 CET,,,,,,
UK,The Guardian,Pro Israel,Widespread destruction in Gaza puts concept of domicide in focus,Thu 7 Dec 2023 16.06 CET,,,,,,
UK,The Guardian,Pro Israel,Israel tries to appease US with proposals for Gaza as Blinken heads to Middle East,Fri 5 Jan 2024 19.51 CET,,,,,,
UK,The Guardian,Pro Israel,Have war crimes been committed in Israel and Gaza and what international laws apply?,Tue 31 Oct 2023 06.00 CET,,,,,,
UK,The Guardian,Pro Israel,Criticising Israel doesnt mean we are antisemitic,Wed 21 Feb 2024 19.17 CET,,,,,,
UK,The Guardian,Pro Israel,Labour acts on fears Muslims will not vote for party over Gaza stance,Tue 30 Jan 2024 18.00 CET,,,,,,
UK,The Guardian,Pro Israel,"The Guardian view on Gazas journalists: their lives, and press freedom, must be protected",Thu 18 Jan 2024 19.41 CET,,,,,,
UK,The Guardian,Pro Israel,Israels plans for Gazas future will only keep the flame of Hamas resistance burning,Sun 21 Jan 2024 08.00 CET,,,,,,
UK,The Guardian,Pro Israel,Hamas and Israel at war: what we know on day 19,Wed 25 Oct 2023 14.29 CEST,,,,,,
