,Country,News Publisher,Country Stance,Headline,Date,Headline Stance,parsed_dates
696,South Africa,SABC,Pro Palestine,Chief Justice Mogoeng faces mounting backlash over Israel remarks,"27 June 2020, 9:40 PM",,2020-06-27
697,South Africa,SABC,Pro Palestine,ANC concerned about Chief Justice Mogoeng's Israel remarks,"25 June 2020, 9:50 PM",,2020-06-25
698,South Africa,SABC,Pro Palestine,Netanyahu and rival Gantz clinch Israel power-sharing deal,"21 April 2020, 4:18 AM",,2020-04-21
699,South Africa,SABC,Pro Palestine,Palestine's Abbas rejects Middle East Peace Plan,"11 February 2020, 10:31 PM",,2020-02-11
700,South Africa,SABC,Pro Palestine,SA condemns US declaration on Israel's occupation of West Bank,"20 November 2019, 9:01 PM",,2019-11-20
701,South Africa,SABC,Pro Palestine,Palestinian app helps drivers avoid Israeli checkpoint bottlenecks,"5 August 2019, 11:57 AM",,2019-08-05
702,South Africa,SABC,Pro Palestine,Israel prepares to demolish homes on Jerusalem outskirts,"22 July 2019, 5:49 AM",,2019-07-22
703,South Africa,SABC,Pro Palestine,Egypt security in talks with Palestine leaders to prevent tensions,"14 July 2019, 3:31 PM",,2019-07-14
704,South Africa,SABC,Pro Palestine,Israel frees Palestinian minister,"30 June 2019, 3:42 PM",,2019-06-30
705,South Africa,SABC,Pro Palestine,Hamas rejects Bahrain conference that 'normalises' Israel ties,"20 June 2019, 5:01 PM",,2019-06-20
706,South Africa,SABC,Pro Palestine,UN rights forum condemns Israel over deadly Gaza protests,"22 March 2019, 2:05 PM",,2019-03-22
707,South Africa,SABC,Pro Palestine,Israeli killed in West Bank 'terrorist' attack: army,"17 March 2019, 4:13 PM",,2019-03-17
708,South Africa,SABC,Pro Palestine,US set to downgrade diplomatic mission to Palestine,"4 March 2019, 10:45 AM",,2019-03-04
709,South Africa,SABC,Pro Palestine,Palestine takes over as Chair of G77 plus China,"15 January 2019, 9:13 PM",,2019-01-15
710,South Africa,SABC,Pro Palestine,Australia recognises west Jerusalem as capital of Israel,"15 December 2018, 11:12 AM",,2018-12-15
711,South Africa,SABC,Pro Palestine,Trump peace plan a waste of time: Israel,"21 November 2018, 4:24 PM",,2018-11-21
712,South Africa,SABC,Pro Palestine,"Avnery, Israeli peace activist who met Arafat, dies aged 94","20 August 2018, 4:16 PM",,2018-08-20
713,South Africa,SABC,Pro Palestine,US quits UN human rights body citing bias towards Israel,"20 June 2018, 6:15 AM",,2018-06-20
714,South Africa,SABC,Pro Palestine,"Israel, Gaza exchange fire after Palestinian woman killed at border","3 June 2018, 7:41 AM",,2018-06-03
715,South Africa,SABC,Pro Palestine,Hundreds protest in Durban to demand an end to Israel's occupation,"2 June 2018, 9:45 PM",,2018-06-02
716,South Africa,SABC,Pro Palestine,Malema slams African govts for attending US embassy opening in Israel,"15 May 2018, 1:39 PM",,2018-05-15
717,South Africa,SABC,Pro Palestine,Sisulu slams actions of Israeli government,"15 May 2018, 1:32 PM",,2018-05-15
718,South Africa,SABC,Pro Palestine,SA condemns aggression acts by Israeli army,"15 May 2018, 5:51 AM",,2018-05-15
719,South Africa,SABC,Pro Palestine,SA withdraws its Ambassador to Israel,"14 May 2018, 8:19 PM",,2018-05-14
720,South Africa,SABC,Pro Palestine,Israel is a water superpower: UN Ambassador,"22 March 2018, 7:31 PM",,2018-03-22
721,South Africa,SABC,Pro Palestine,Abbas calls for peace conference to solve Palestinian Israeli question,"21 February 2018, 6:28 AM",,2018-02-21
722,South Africa,SABC,Pro Palestine,Palestine won't talk with US until Jerusalem move is reversed,"30 January 2018, 6:04 PM",,2018-01-30
723,South Africa,SABC,Pro Palestine,"War of words between US, Palestine leadership continues","25 January 2018, 9:42 PM",,2018-01-25
724,South Africa,SABC,Pro Palestine,FF Plus calls on govt not to downgrade Embassy in Israel,"28 December 2017, 3:01 PM",,2017-12-28
725,South Africa,SABC,Pro Palestine,SAJBD condemns ANC's downgrade resolution to SA Embassy in Israel,"21 December 2017, 3:37 PM",,2017-12-21
726,South Africa,SABC,Pro Palestine,Religious groups protest in Parliament calling for sanctions against Israel,"13 December 2017, 6:21 PM",,2017-12-13
727,South Africa,SABC,Pro Palestine,Trump sparks firestorm by recognizing Jerusalem as Israel capital,"7 December 2017, 10:31 AM",,2017-12-07
728,South Africa,SABC,Pro Palestine,ANC still to decide on relations with Israel,"7 December 2017, 7:05 AM",,2017-12-07
729,South Africa,SABC,Pro Palestine,"YCL, Nehawu call for government to shutdown Israeli embassy","28 November 2017, 8:41 PM",,2017-11-28
730,South Africa,SABC,Pro Palestine,Malema wants South African government to cut diplomatic ties with Israel,"3 November 2017, 9:17 AM",,2017-11-03
731,South Africa,SABC,Pro Palestine,WATCH: EFF pickets at Israeli Embassy,"2 November 2017, 12:14 PM",,2017-11-02
732,South Africa,SABC,Pro Palestine,EFF to march to Israeli embassy,"1 November 2017, 7:15 PM",,2017-11-01
733,South Africa,SABC,Pro Palestine,PAP grants Palestine observer status,"16 May 2017, 9:37 PM",,2017-05-16
734,South Africa,SABC,Pro Palestine,ICC arrest of Netanyahu would be a victory: Pandor,"24 May 2024, 12:14 PM",,2024-05-24
735,South Africa,SABC,Pro Palestine,"Malema meets with traditional leaders in Moletji, Limpopo","23 May 2024, 7:16 PM",,2024-05-23
736,South Africa,SABC,Pro Palestine,Ireland to recognise a Palestinian state,"22 May 2024, 12:28 PM",,2024-05-22
737,South Africa,SABC,Pro Palestine,SA welcomes ICC prosecutor's decision to apply for warrants of arrests,"20 May 2024, 9:45 PM",,2024-05-20
738,South Africa,SABC,Pro Palestine,"ICC, Putin, Netanyahu: Same difference or US double standards at play?","15 May 2024, 11:56 AM",,2024-05-15
739,South Africa,SABC,Pro Palestine,SA will continue to support those whose rights have been violated',"13 May 2024, 6:05 PM",,2024-05-13
740,South Africa,SABC,Pro Palestine,Teachers' rally in California denies antisemitism accusations,"9 May 2024, 11:00 AM",,2024-05-09
741,South Africa,SABC,Pro Palestine,António Guterres accepts independent review of UNRWA,"22 April 2024, 11:46 PM",,2024-04-22
742,South Africa,SABC,Pro Palestine,Egyptian Foreign Minister says situation in Gaza is dire,"19 April 2024, 6:12 PM",,2024-04-19
743,South Africa,SABC,Pro Palestine,US stops UN from recognising Palestinian state through membership,"19 April 2024, 12:55 AM",,2024-04-19
744,South Africa,SABC,Pro Palestine,China and Indonesia want regional peace and stability,"18 April 2024, 7:51 AM",,2024-04-18
745,South Africa,SABC,Pro Palestine,UNSC to vote Friday on Palestinian UN membership,"17 April 2024, 6:32 PM",,2024-04-17
746,South Africa,SABC,Pro Palestine,"Ramaphosa says jobs, cost of living, services key to ANC's 7th term","15 April 2024, 6:05 AM",,2024-04-15
747,South Africa,SABC,Pro Palestine,"Pandor calls for restraint following Iran's drone, missile attack","14 April 2024, 3:19 PM",,2024-04-14
748,South Africa,SABC,Pro Palestine,UNSC deadlocked over Palestinian Authority's membership bid,"12 April 2024, 5:45 AM",,2024-04-12
749,South Africa,SABC,Pro Palestine,One in three children under 2 acutely malnourished in Gaza: UNRWA,"16 March 2024, 3:14 PM",,2024-03-16
750,South Africa,SABC,Pro Palestine,Australia to resume funding to UN's main Palestinian relief agency,"15 March 2024, 7:03 AM",,2024-03-15
751,South Africa,SABC,Pro Palestine,"Ramaphosa, Akufo-Addo to co-chair SA-Ghana Bi-National Commission","12 March 2024, 8:45 AM",,2024-03-12
752,South Africa,SABC,Pro Palestine,Human Rights Month launched at Kgosi Mampuru Correctional Centre,"4 March 2024, 9:23 PM",,2024-03-04
753,South Africa,SABC,Pro Palestine,Palestinian Prime Minister Shtayyeh resigns,"26 February 2024, 3:36 PM",,2024-02-26
754,South Africa,SABC,Pro Palestine,ANC the only organisation that can take SA forward: Ramaphosa,"24 February 2024, 7:52 PM",,2024-02-24
755,South Africa,SABC,Pro Palestine,African leaders to attend late Namibian President's funeral,"23 February 2024, 4:30 PM",,2024-02-23
756,South Africa,SABC,Pro Palestine,Attacks on Palestinians evoke painful genocide memories: Namibia,"23 February 2024, 12:35 PM",,2024-02-23
757,South Africa,SABC,Pro Palestine,"Madonsela, Stemmet to present SA's oral arguments at ICJ","20 February 2024, 5:59 AM",,2024-02-20
758,South Africa,SABC,Pro Palestine,Political squabbles in parly continue during SONA debate,"14 February 2024, 7:26 PM",,2024-02-14
759,South Africa,SABC,Pro Palestine,Dirco concerned about Pandor's safety,"13 February 2024, 12:44 PM",,2024-02-13
760,South Africa,SABC,Pro Palestine,Ramaphosa to attend the Football for Humanity match on Sunday,"10 February 2024, 9:15 PM",,2024-02-10
761,South Africa,SABC,Pro Palestine,Guterres appoints former French minister to head review of UNRWA,"5 February 2024, 7:30 PM",,2024-02-05
762,South Africa,SABC,Pro Palestine,Global solidarity is a powerful tool to fight oppression: Pandor,"5 February 2024, 12:29 PM",,2024-02-05
763,South Africa,SABC,Pro Palestine,Mourning period for Namibia's president starts today,"5 February 2024, 10:44 AM",,2024-02-05
764,South Africa,SABC,Pro Palestine,Ramaphosa warns of potential retaliation after ICJ case,"31 January 2024, 6:30 AM",,2024-01-31
765,South Africa,SABC,Pro Palestine,SA achieved its goal at ICJ: Dangor,"30 January 2024, 2:11 PM",Pro-Palestine,2024-01-30
766,South Africa,SABC,Pro Palestine,INFOGRAPHIC | UNRWA Donors,"30 January 2024, 11:19 AM",Neutral,2024-01-30
767,South Africa,SABC,Pro Palestine,SA stands firm against Gaza genocide: Ramaphosa,"29 January 2024, 10:43 AM",Pro-Palestine,2024-01-29
768,South Africa,SABC,Pro Palestine,Holomisa lauds SA government following ICJ ruling,"27 January 2024, 4:16 PM",Pro-Palestine,2024-01-27
769,South Africa,SABC,Pro Palestine,ICJ missed opportunity to order a ceasefire in Gaza: Namibia,"27 January 2024, 1:57 PM",Pro-Palestine,2024-01-27
770,South Africa,SABC,Pro Palestine,EFF hails ICJ ruling a step in the right direction,"27 January 2024, 8:58 AM",Pro-Palestine,2024-01-27
771,South Africa,SABC,Pro Palestine,Lamola hopeful ICJ will rule for a ceasefire in due time,"26 January 2024, 4:43 PM",Pro-Palestine,2024-01-26
772,South Africa,SABC,Pro Palestine,EXPLAINER | Pandor upbeat ahead of ICJ ruling,"26 January 2024, 12:54 PM",Pro-Palestine,2024-01-26
773,South Africa,SABC,Pro Palestine,Pope Francis issues new anti-war plea as he evokes Nazi Holocaust,"24 January 2024, 12:50 PM",Neutral,2024-01-24
774,South Africa,SABC,Pro Palestine,Malema expected to deliberate with Ghanaians on a number of issues,"23 January 2024, 7:03 PM",Neutral,2024-01-23
775,South Africa,SABC,Pro Palestine,Calls continue for ceasefire in Gaza,"23 January 2024, 6:54 PM",Pro-Palestine,2024-01-23
776,South Africa,SABC,Pro Palestine,DA calls for the dissolution of eThekwini Council,"20 January 2024, 4:02 PM",Others,2024-01-20
777,South Africa,SABC,Pro Palestine,NAM calls for peace to prevail in Gaza,"19 January 2024, 9:00 PM",Pro-Palestine,2024-01-19
778,South Africa,SABC,Pro Palestine,Ghaleb Cachalia resigns from the DA,"18 January 2024, 2:47 PM",Others,2024-01-18
779,South Africa,SABC,Pro Palestine,We felt duty bound to support the Palestinian people: Ramaphosa,"16 January 2024, 9:54 PM",Pro-Palestine,2024-01-16
780,South Africa,SABC,Pro Palestine,Ramaphosa calls on world to act to prevent further bloodshed in Gaza,"14 January 2024, 9:08 AM",Pro-Palestine,2024-01-14
781,South Africa,SABC,Pro Palestine,Teeger stripped of U19 cricket captaincy,"12 January 2024, 1:50 PM",Others,2024-01-12
782,South Africa,SABC,Pro Palestine,I have never felt as proud as I felt today: Ramaphosa on ICJ case,"11 January 2024, 9:00 PM",Pro-Palestine,2024-01-11
783,South Africa,SABC,Pro Palestine,Remarks by SA's representatives at the ICJ,"11 January 2024, 7:47 PM",Neutral,2024-01-11
784,South Africa,SABC,Pro Palestine,Ramaphosa pays tribute to journalists killed in line of duty in Gaza,"10 January 2024, 4:23 PM",Pro-Palestine,2024-01-10
785,South Africa,SABC,Pro Palestine,Gaza death toll: why counting the dead has become a daily struggle,"22 December 2023, 6:54 AM",Pro-Palestine,2023-12-22
786,South Africa,SABC,Pro Palestine,Global outcry over controversial Zara ad sparks activist protests,"16 December 2023, 8:18 PM",Others,2023-12-16
787,South Africa,SABC,Pro Palestine,Cabinet welcomes safe return of South Africans from Gaza,"11 December 2023, 12:30 PM",Neutral,2023-12-11
788,South Africa,SABC,Pro Palestine,UNSC considering UAE draft resolution for Gaza humanitarian ceasefire,"8 December 2023, 6:13 AM",Pro-Palestine,2023-12-08
789,South Africa,SABC,Pro Palestine,SACP renews call for reconfigured alliance ahead of 2024 elections,"3 December 2023, 5:25 PM",Others,2023-12-03
790,South Africa,SABC,Pro Palestine,SA Jewish Board of Deputies condemns Hamas visit to SA,"1 December 2023, 10:51 AM",,2023-12-01
791,South Africa,SABC,Pro Palestine,Stranded Palestinians head home to Gaza during truce,"30 November 2023, 9:00 PM",,2023-11-30
792,South Africa,SABC,Pro Palestine,Parties mark International Day of Solidarity for Palestinians,"29 November 2023, 5:29 PM",,2023-11-29
793,South Africa,SABC,Pro Palestine,Various organisations are participating in pro-Palestinian marches,"29 November 2023, 10:25 AM",,2023-11-29
794,South Africa,SABC,Pro Palestine,A lot quieter' Black Friday brings out discount hunters,"25 November 2023, 9:06 PM",,2023-11-25
795,South Africa,SABC,Pro Palestine,President Ramaphosa calls for urgent action on Middle East situation,"21 November 2023, 7:45 PM",,2023-11-21
796,South Africa,SABC,Pro Palestine,Numsa demands Netanyahu be arrested for genocide,"20 November 2023, 5:52 AM",,2023-11-20
797,South Africa,SABC,Pro Palestine,Norwegian doctor highlights plight of the people of Gaza,"18 November 2023, 3:08 PM",,2023-11-18
798,South Africa,SABC,Pro Palestine,Gaza war takes toll on Palestinian players: PFA official,"16 November 2023, 3:25 PM",,2023-11-16
799,South Africa,SABC,Pro Palestine,Ramaphosa in Qatar for a two-day State visit,"14 November 2023, 10:22 AM",,2023-11-14
800,South Africa,SABC,Pro Palestine,De Lille urges unregistered eligible voters to register to vote,"12 November 2023, 5:55 PM",,2023-11-12
801,South Africa,SABC,Pro Palestine,Cape Town rally calls for end to Palestinian genocide,"11 November 2023, 7:35 PM",,2023-11-11
802,South Africa,SABC,Pro Palestine,London police scuffle with far-right protesters,"11 November 2023, 4:35 PM",,2023-11-11
803,South Africa,SABC,Pro Palestine,Palestinian groups ask ICC to investigate genocide accusations,"10 November 2023, 5:31 PM",,2023-11-10
804,South Africa,SABC,Pro Palestine,Protesters oppose Biden war policy in pro-Palestinian rally,"5 November 2023, 7:41 AM",,2023-11-05
805,South Africa,SABC,Pro Palestine,Hezbollah says wider Mideast war possible if Gaza assault continues,"3 November 2023, 8:57 PM",,2023-11-03
806,South Africa,SABC,Pro Palestine,UN General Assembly to vote on draft resolution for ceasefire in Gaza,"27 October 2023, 9:48 PM",,2023-10-27
807,South Africa,SABC,Pro Palestine,"Biden skeptical, humanitarian agencies affirm Gaza toll reliability","27 October 2023, 3:43 PM",,2023-10-27
808,South Africa,SABC,Pro Palestine,Hamas cannot be treated as a legitimate party: Tzipi Livni,"23 October 2023, 8:01 PM",,2023-10-23
809,South Africa,SABC,Pro Palestine,McDonald's is giving murderers food: Malema,"23 October 2023, 3:51 PM",,2023-10-23
810,South Africa,SABC,Pro Palestine,We cannot have peace with Hamas: Belotserkovsky,"23 October 2023, 7:40 AM",,2023-10-23
811,South Africa,SABC,Pro Palestine,"World can't be silent, rights of Palestinians being ignored: Chikane","17 October 2023, 6:19 PM",,2023-10-17
812,South Africa,SABC,Pro Palestine,Allan Boesak turns down PA proposal to name street after him,"17 October 2023, 7:34 AM",,2023-10-17
813,South Africa,SABC,Pro Palestine,SAZF calls on govt not to take sides in Mideast conflict,"15 October 2023, 12:17 PM",,2023-10-15
814,South Africa,SABC,Pro Palestine,World cannot turn a blind eye to Palestinians' suffering: Pandor,"14 October 2023, 6:46 PM",,2023-10-14
815,South Africa,SABC,Pro Palestine,"Turkey rejects exile of Palestinians, stands with Egypt","14 October 2023, 6:05 PM",,2023-10-14
816,South Africa,SABC,Pro Palestine,Numsa hosts International Conference on Humanity,"14 October 2023, 1:45 PM",,2023-10-14
817,South Africa,SABC,Pro Palestine,UN calls for humanitarian corridor into Gaza,"12 October 2023, 7:22 PM",,2023-10-12
818,South Africa,SABC,Pro Palestine,"Hamas has targeted settlers, not civilians' – Ambassador Jarrar","11 October 2023, 11:29 AM",,2023-10-11
819,South Africa,SABC,Pro Palestine,Nothing could justify acts of terror and killing: UN Chief,"9 October 2023, 9:13 PM",,2023-10-09
820,South Africa,SABC,Pro Palestine,Bishop Mpumlwana calls for peace in Mideast,"9 October 2023, 7:17 PM",,2023-10-09
821,South Africa,SABC,Pro Palestine,Palestinian people have the right to defend themselves',"9 October 2023, 2:15 PM",,2023-10-09
822,South Africa,SABC,Pro Palestine,Dangor expresses deep concern over Mideast situation,"8 October 2023, 8:54 PM",,2023-10-08
